,address,city,state,zip
230493,nash pl se,Washington,DC,
250904,h st nw,Washington,DC,
202179,1709 buchanan st ne,Washington,DC,
110663,chesapeake st nw,Washington,DC,
165563,1301 quincy st nw,Washington,DC,
1881,2301 n st nw  unit: 106,Washington,DC,
168292,2514 13th st nw,Washington,DC,
24124,h st nw,Washington,DC,
91889,nw,Washington,DC,
17486,temperance ct nw,Washington,DC,
81244,823 12th st ne,Washington,DC,
8595,1718 p st nw  unit: 307,Washington,DC,
185335,4324 4th st nw,Washington,DC,
72260,3rd st ne,Washington,DC,
126202,3883 connecticut av,Washington,DC,
236126,se,Washington,DC,
251175,h st nw,Washington,DC,
249365,33rd st se,Washington,DC,
25710,h st nw,Washington,DC,
248586,ne,Washington,DC,
208082,2104 - 2108 i st ne,Washington,DC,
124199,3883 connecticut av,Washington,DC,
205143,ne,Washington,DC,
246733,0721 brandywine st,Washington,DC,
29239,0400 8th st nw,Washington,DC,
80136,1024 massachusetts ave ne  unit: 5,Washington,DC,
70681,m st se,Washington,DC,
139741,3883 connecticut av,Washington,DC,
105949,4101 albemarle st nw  unit: 345,Washington,DC,
77370,717 florida ave ne,Washington,DC,
37736,833 6th st sw,Washington,DC,
27407,h st nw,Washington,DC,
227514,alabama ave se,Washington,DC,
207075,south dakota av ne,Washington,DC,
79205,29 9th st ne,Washington,DC,
119902,3701 connecticut ave nw  unit: 2,Washington,DC,
39750,0555 massachusetts av,Washington,DC,
87330,1537 e st se,Washington,DC,
159138,1474 columbia rd nw  unit: 107,Washington,DC,
200584,1419 holbrook st ne,Washington,DC,
146484,3883 connecticut av,Washington,DC,
150902,2012 wyoming av nw unit: p18,Washington,DC,
161350,nw,Washington,DC,
165352,1303 taylor st nw,Washington,DC,
168775,929 florida ave nw  unit: 15,Washington,DC,
205157,ne,Washington,DC,
128063,3883 connecticut av,Washington,DC,
239035,1907 good hope rd se  unit: 309,Washington,DC,
163858,1317 sheridan st nw,Washington,DC,
233279,1815 30th st se,Washington,DC,
29934,0400 8th st nw,Washington,DC,
28322,0400 8th st nw,Washington,DC,
244398,4th st se,Washington,DC,
236273,southern ave se,Washington,DC,
157932,1414 belmont st nw  unit: 101,Washington,DC,
12973,1400 church st nw g-108,Washington,DC,
123280,3883 connecticut av,Washington,DC,
169355,726 columbia rd nw,Washington,DC,
57542,703 6th st nw  unit: 5,Washington,DC,
199122,1668  trinidad ave ne 4,Washington,DC,
209989,333 16th st ne,Washington,DC,
121039,3883 connecticut av,Washington,DC,
116834,2900 connecticut av nw,Washington,DC,
205663,3306 banneker dr 03306,Washington,DC,
168447,1354 euclid st nw  unit: 203a,Washington,DC,
212209,dix st ne,Washington,DC,
17802,1920 12th st nw  unit: 1,Washington,DC,
198584,1867 kendall st ne,Washington,DC,
41876,0555 massachusetts av,Washington,DC,
249264,se,Washington,DC,
101481,4633 ellicott st nw,Washington,DC,
96638,39th st nw,Washington,DC,
212282,dix st ne,Washington,DC,
66654,h st nw,Washington,DC,
45582,0555 massachusetts av,Washington,DC,
225585,5001 - 5005 hanna pl se,Washington,DC,
190940,ne,Washington,DC,
61844,800 4th st sw  unit: n510,Washington,DC,
68951,h st nw,Washington,DC,
167505,1108 columbia rd nw  unit: 105,Washington,DC,
885,1111 25th st nw  unit: 816,Washington,DC,
194004,5874 eastern ave ne,Washington,DC,
237962,alabama ave se,Washington,DC,
242176,2429 15th pl se,Washington,DC,
63550,1150  4th st sw 701,Washington,DC,
2299,0003 washington cir nw unit: p29,Washington,DC,
101046,4831 tilden st nw,Washington,DC,
205376,3313 theodore r hagans dr ne,Washington,DC,
203516,22nd st ne,Washington,DC,
31034,0400 8th st nw,Washington,DC,
175643,7211 georgia ave nw,Washington,DC,
36330,s st nw,Washington,DC,
175073,1000 rittenhouse st,Washington,DC,
217624,49th st ne,Washington,DC,
36231,712 q st nw,Washington,DC,
11616,1447 w st nw,Washington,DC,
205179,ne,Washington,DC,
249492,se,Washington,DC,
140031,3883 connecticut av,Washington,DC,
111595,38th st nw,Washington,DC,
151917,2630 adams mill rd nw  unit: 104,Washington,DC,
11344,1 scott cir nw  unit: 716,Washington,DC,
163125,nw,Washington,DC,
187722,6953 maple st nw,Washington,DC,
209044,1925 rosedale st ne,Washington,DC,
89580,1015 33rd st nw  unit: 810,Washington,DC,
80097,131 10th st ne,Washington,DC,
43862,0555 massachusetts av,Washington,DC,
92497,1400 29th st nw,Washington,DC,
166244,1326 otis pl nw,Washington,DC,
94341,3417 dent pl nw,Washington,DC,
11347,1 scott cir nw  unit: 720,Washington,DC,
112546,nw,Washington,DC,
57931,1425 4th st sw unit: p37,Washington,DC,
68389,h st nw,Washington,DC,
157246,1801 taylor st nw,Washington,DC,
244115,3331 7th st se,Washington,DC,
30255,0400 8th st nw,Washington,DC,
135410,3883 connecticut av,Washington,DC,
229405,k st se,Washington,DC,
186921,322 taylor st nw,Washington,DC,
242418,1419 tobias dr se,Washington,DC,
55838,0555 massachusetts av,Washington,DC,
34052,0400 8th st nw,Washington,DC,
238011,alabama av se,Washington,DC,
203037,2921 20th st ne,Washington,DC,
198508,1929 gallaudet st ne,Washington,DC,
86425,se,Washington,DC,
18307,1325 13th st nw  unit: 23,Washington,DC,
97319,2908 45th st nw,Washington,DC,
60195,i st nw,Washington,DC,
52000,0555 massachusetts av,Washington,DC,
167598,1323 girard st nw p-3,Washington,DC,
122873,3883 connecticut av,Washington,DC,
221398,clay st ne,Washington,DC,
76055,633 morris pl ne,Washington,DC,
54997,0555 massachusetts av,Washington,DC,
188055,82 tuckerman st nw,Washington,DC,
173704,georgia ave nw,Washington,DC,
45013,0555 massachusetts av,Washington,DC,
82475,1350  maryland ave ne p-15,Washington,DC,
96442,37th st nw,Washington,DC,
144601,3883 connecticut av,Washington,DC,
3248,1416 21st st nw  unit: 302,Washington,DC,
196208,8th st ne,Washington,DC,
107254,nw,Washington,DC,
227342,4226 h st se,Washington,DC,
142138,3883 connecticut av,Washington,DC,
70250,new york av ne,Washington,DC,
12524,1401 q st nw p-17,Washington,DC,
191567,0519 morse st ne,Washington,DC,
105972,4101 albemarle st nw  unit: 417,Washington,DC,
3286,1426 21st st nw,Washington,DC,
55077,0555 massachusetts av,Washington,DC,
219295,5045 meade st ne,Washington,DC,
83214,220 tennessee ave ne,Washington,DC,
178702,529 lamont st nw  unit: 206,Washington,DC,
168436,1348 euclid st nw p-13,Washington,DC,
111770,38th st nw,Washington,DC,
27931,1838 8th st nw,Washington,DC,
7832,1615 new hampshire av,Washington,DC,
58179,1706 new jersey ave nw,Washington,DC,
165959,3553 10th st nw,Washington,DC,
179972,322 t st nw p-1,Washington,DC,
172442,georgia ave nw,Washington,DC,
160824,3515 hertford pl nw  unit: 32,Washington,DC,
16815,nw,Washington,DC,
188342,21 kennedy st nw  unit: 303,Washington,DC,
185282,4101 5th st nw,Washington,DC,
4311,2112 f st nw unit: p6,Washington,DC,
46332,0555 massachusetts av,Washington,DC,
233731,se,Washington,DC,
157948,1414 belmont st nw  unit: 206,Washington,DC,
5062,2030 f st nw  unit: 810,Washington,DC,
159898,1417 newton st,Washington,DC,
57940,1425 4th st sw unit: p48,Washington,DC,
48436,0555 massachusetts av,Washington,DC,
204260,2705 24th st ne,Washington,DC,
114231,6107 broad branch rd nw,Washington,DC,
156453,3324 18th st nw  unit: 9,Washington,DC,
214508,507 44th st ne,Washington,DC,
39600,0555 massachusetts av,Washington,DC,
185516,451 delafield pl nw,Washington,DC,
191725,4th st ne,Washington,DC,
104519,4301 military rd nw  unit: 301,Washington,DC,
55258,0555 massachusetts av,Washington,DC,
14139,15th st nw,Washington,DC,
187765,nw,Washington,DC,
140566,3883 connecticut av,Washington,DC,
153739,1700 euclid st nw p-3,Washington,DC,
194812,633 faraday pl ne,Washington,DC,
209994,1609 d st ne,Washington,DC,
90431,nw,Washington,DC,
159701,1451 park rd nw  unit: 319,Washington,DC,
111704,38th st nw,Washington,DC,
153286,2301 champlain st nw  unit: 403,Washington,DC,
49706,0555 massachusetts av,Washington,DC,
35434,0400 8th st nw,Washington,DC,
215668,foote st ne,Washington,DC,
71021,1275 1st st ne,Washington,DC,
55055,0555 massachusetts av,Washington,DC,
8088,1615 new hampshire av,Washington,DC,
158928,2750 14th st nw pu-11,Washington,DC,
9163,1325 18th st nw  unit: 501,Washington,DC,
164894,1356 jefferson st nw,Washington,DC,
241809,2335 pomeroy rd se,Washington,DC,
119870,3701 connecticut ave nw  unit: 400,Washington,DC,
174728,5014 arkansas ave nw,Washington,DC,
207848,1703 l st ne,Washington,DC,
138956,3883 connecticut av,Washington,DC,
241829,2403 bryan pl se,Washington,DC,
85182,1443 a st ne  unit: b,Washington,DC,
232058,1618 17th st se,Washington,DC,
22212,l st nw,Washington,DC,
132030,3883 connecticut av,Washington,DC,
80668,440 12th st ne  unit: 210,Washington,DC,
224682,5133 d st se,Washington,DC,
49006,0555 massachusetts av,Washington,DC,
233327,2916 fort baker dr se,Washington,DC,
62903,3rd st sw,Washington,DC,
183859,6209 7th st nw,Washington,DC,
246562,0701 brandywine st,Washington,DC,
190916,ne,Washington,DC,
65780,h st nw,Washington,DC,
62113,800 4th st sw  unit: s815,Washington,DC,
77264,1101  7th st se 81,Washington,DC,
163556,1350 juniper st nw,Washington,DC,
31227,0400 8th st nw,Washington,DC,
133594,3883 connecticut av,Washington,DC,
88682,1704 e st se,Washington,DC,
235958,3612 austin st se,Washington,DC,
133391,3883 connecticut av,Washington,DC,
321,1001 26th st nw unit: u9,Washington,DC,
157536,1722 varnum st nw,Washington,DC,
244135,3330 oxon run rd se,Washington,DC,
71795,201 i st ne  unit: 702,Washington,DC,
195783,12th st ne,Washington,DC,
27506,733 10th st nw,Washington,DC,
36225,1523 8th st nw,Washington,DC,
126266,3883 connecticut av,Washington,DC,
201320,2516 18th st ne,Washington,DC,
98424,nw,Washington,DC,
161517,4213 16th st nw,Washington,DC,
58813,437 new york ave nw  unit: 1003,Washington,DC,
84384,1373 k st se,Washington,DC,
215943,nannie helen burroughs ave ne,Washington,DC,
23782,h st nw,Washington,DC,
251525,h st nw,Washington,DC,
227842,4344 gorman ter se,Washington,DC,
196676,3916 13th st ne,Washington,DC,
235735,3911 pennsylvania ave se 000p8,Washington,DC,
208961,ne,Washington,DC,
119666,2725 ordway st nw unit: p78,Washington,DC,
216516,48th pl ne,Washington,DC,
154825,1737 lanier pl nw,Washington,DC,
101639,4212 46th st nw,Washington,DC,
210931,anacostia ave ne,Washington,DC,
106385,nw,Washington,DC,
211089,3717 grant pl ne 03717,Washington,DC,
78119,0754 7th st se unit: 754b,Washington,DC,
135111,3883 connecticut av,Washington,DC,
14785,1338 wallach pl nw,Washington,DC,
147235,3883 connecticut av,Washington,DC,
78672,820 c st se,Washington,DC,
172064,georgia ave nw,Washington,DC,
129295,3883 connecticut av,Washington,DC,
51890,0555 massachusetts av,Washington,DC,
157361,nw,Washington,DC,
228178,4421 c st se,Washington,DC,
41680,0555 massachusetts av,Washington,DC,
31901,0400 8th st nw,Washington,DC,
89055,1815 independence ave se,Washington,DC,
92739,nw,Washington,DC,
146335,3883 connecticut av,Washington,DC,
34220,0400 8th st nw,Washington,DC,
53247,0555 massachusetts av,Washington,DC,
183763,6419 6th st nw,Washington,DC,
242669,2276 savannah st se,Washington,DC,
32136,0400 8th st nw,Washington,DC,
181405,119 w st nw,Washington,DC,
6604,1731 willard st nw  unit: 503,Washington,DC,
195123,712 crittenden st ne,Washington,DC,
31820,0400 8th st nw,Washington,DC,
62523,3rd st sw,Washington,DC,
147582,3883 connecticut av,Washington,DC,
87987,se,Washington,DC,
57381,0555 massachusetts av,Washington,DC,
214311,4502 nannie helen burroughs av ne,Washington,DC,
107367,4100 cathedral ave nw  unit: 802,Washington,DC,
51278,0555 massachusetts av,Washington,DC,
72913,1160 abbey pl ne,Washington,DC,
247823,4853 1st st sw,Washington,DC,
132436,3883 connecticut av,Washington,DC,
88281,1640 g st se,Washington,DC,
110639,3701 chesapeake st nw,Washington,DC,
203466,taylor st ne,Washington,DC,
98578,4739 berkeley ter nw,Washington,DC,
96932,4100 w st nw  unit: 107,Washington,DC,
111319,3604 macomb st nw,Washington,DC,
136180,3883 connecticut av,Washington,DC,
26666,10th st nw,Washington,DC,
30274,0400 8th st nw,Washington,DC,
23464,h st nw,Washington,DC,
55677,0555 massachusetts av,Washington,DC,
59457,460 l st nw g1-193,Washington,DC,
221093,dix st ne,Washington,DC,
139571,3883 connecticut av,Washington,DC,
207618,1830 l st ne,Washington,DC,
51723,0555 massachusetts av,Washington,DC,
165629,1327 spring rd nw,Washington,DC,
237720,alabama ave se,Washington,DC,
194747,615 farragut pl ne,Washington,DC,
198174,1419 lawrence st ne,Washington,DC,
54025,0555 massachusetts av,Washington,DC,
52150,0555 massachusetts av,Washington,DC,
95185,3542 w pl nw,Washington,DC,
137013,3883 connecticut av,Washington,DC,
170695,749 newton pl nw,Washington,DC,
69348,h st nw,Washington,DC,
186108,6827 4th st nw  unit: 106,Washington,DC,
103070,4201 cathedral ave nw  unit: 416w,Washington,DC,
86542,132 16th st ne,Washington,DC,
163869,1369 sheridan st nw,Washington,DC,
110726,4533 38th st nw,Washington,DC,
104955,4200 cathedral ave nw  unit: 1111,Washington,DC,
125626,3883 connecticut av,Washington,DC,
245339,raleigh st se,Washington,DC,
241943,2549 pomeroy rd se,Washington,DC,
244007,3214 8th st se p-39,Washington,DC,
141286,3883 connecticut av,Washington,DC,
19123,2004 11th st nw  unit: 423,Washington,DC,
186439,5227 kansas ave nw,Washington,DC,
132477,3883 connecticut av,Washington,DC,
99867,nw,Washington,DC,
248520,17th st ne,Washington,DC,
72672,m st se,Washington,DC,
34337,0400 8th st nw,Washington,DC,
25385,10th st nw,Washington,DC,
75356,513 e st ne,Washington,DC,
97852,4400 macarthur blvd nw 0011u,Washington,DC,
129778,3883 connecticut av,Washington,DC,
171429,3815 13th st nw,Washington,DC,
83178,0201 warren st ne,Washington,DC,
1525,950 24th st nw  unit: 101,Washington,DC,
85413,se,Washington,DC,
12215,1715 15th st nw  unit: 30,Washington,DC,
47285,0555 massachusetts av,Washington,DC,
11618,1446 florida av nw,Washington,DC,
117359,2818 connecticut av,Washington,DC,
129294,3883 connecticut av,Washington,DC,
195356,4503 7th st ne,Washington,DC,
58109,nw,Washington,DC,
101451,4937 western av nw,Washington,DC,
205926,2501 ralph ellison way ne,Washington,DC,
72274,3rd st ne,Washington,DC,
77409,722 k st ne,Washington,DC,
242433,1414 shippen ln se,Washington,DC,
164190,nw,Washington,DC,
233977,2801 alabama ave se,Washington,DC,
5091,2030 f st nw unit: p18,Washington,DC,
131593,3883 connecticut av,Washington,DC,
44647,0555 massachusetts av,Washington,DC,
64423,h st nw,Washington,DC,
147138,3883 connecticut av,Washington,DC,
124974,3883 connecticut av,Washington,DC,
247653,0712 bonini rd se,Washington,DC,
17183,2020 12th st nw  unit: 503,Washington,DC,
142950,3883 connecticut av,Washington,DC,
108608,3401 38th st nw  unit: 915,Washington,DC,
16647,nw,Washington,DC,
118669,2501 calvert st nw  unit: 903,Washington,DC,
191347,223 r st ne  unit: a,Washington,DC,
16214,1133 14th st nw  unit: 609,Washington,DC,
58383,1636 4th st nw,Washington,DC,
180894,1930 1st st nw,Washington,DC,
64315,h st nw,Washington,DC,
240727,3017 23rd st se,Washington,DC,
78670,812 c st se,Washington,DC,
180929,150 u st nw p-1,Washington,DC,
209570,0403  17th st ne a,Washington,DC,
54387,0555 massachusetts av,Washington,DC,
169842,georgia ave nw,Washington,DC,
46641,0555 massachusetts av,Washington,DC,
173809,georgia ave nw,Washington,DC,
147043,3883 connecticut av,Washington,DC,
141672,3883 connecticut av,Washington,DC,
135859,3883 connecticut av,Washington,DC,
47734,0555 massachusetts av,Washington,DC,
60607,nw,Washington,DC,
24210,h st nw,Washington,DC,
104494,5411 western ave nw,Washington,DC,
175468,7529 alaska ave nw,Washington,DC,
232383,1600 good hope rd se,Washington,DC,
36722,h st nw,Washington,DC,
164824,5526 13th st nw,Washington,DC,
239991,morris rd se,Washington,DC,
62065,800 4th st sw  unit: s617,Washington,DC,
143351,3883 connecticut av,Washington,DC,
208997,ne,Washington,DC,
190871,ne,Washington,DC,
207902,bladensburg rd ne,Washington,DC,
153032,1745 kalorama rd nw  unit: 301,Washington,DC,
178202,618 princeton pl nw,Washington,DC,
197870,1505 gallatin pl ne,Washington,DC,
83783,335 kentucky ave se,Washington,DC,
67802,77 h st nw,Washington,DC,
124923,3883 connecticut av,Washington,DC,
7562,1751 corcoran st nw  unit: d,Washington,DC,
137006,3883 connecticut av,Washington,DC,
29120,0400 8th st nw,Washington,DC,
98790,4870 macarthur blvd nw  unit: 6,Washington,DC,
27887,915 e st nw  unit: 412,Washington,DC,
226048,se,Washington,DC,
176590,5621 9th st nw,Washington,DC,
23313,h st nw,Washington,DC,
161616,1412 allison st nw,Washington,DC,
75854,1207 6th st ne,Washington,DC,
205248,3209 chestnut st ne,Washington,DC,
81826,106 tennessee ave ne  unit: 1,Washington,DC,
247219,8th st se,Washington,DC,
242478,3275 15th pl se  unit: 302,Washington,DC,
44394,0555 massachusetts av,Washington,DC,
59099,460 l st nw g1-44,Washington,DC,
13098,1515 15th st nw  unit: 416,Washington,DC,
148368,5340 28th st nw,Washington,DC,
57342,0555 massachusetts av,Washington,DC,
171521,nw,Washington,DC,
117682,2818 connecticut av,Washington,DC,
114185,3386 stephenson pl nw,Washington,DC,
251643,h st nw,Washington,DC,
15151,1343 q st nw a,Washington,DC,
105212,2400 41st st nw  unit: 500,Washington,DC,
168672,1330 - 1336 belmont st nw p-7,Washington,DC,
138552,3883 connecticut av,Washington,DC,
144485,3883 connecticut av,Washington,DC,
14442,2125 14th st nw  unit: 518,Washington,DC,
44726,0555 massachusetts av,Washington,DC,
3329,1426 21st st nw,Washington,DC,
172713,georgia ave nw,Washington,DC,
163105,nw,Washington,DC,
144526,3883 connecticut av,Washington,DC,
210644,3505 hayes st ne,Washington,DC,
122029,3883 connecticut av,Washington,DC,
5107,1801 k st nw,Washington,DC,
11518,15th st nw,Washington,DC,
28244,0400 8th st nw,Washington,DC,
172271,georgia ave nw,Washington,DC,
228678,3331 croffut pl se,Washington,DC,
40696,0555 massachusetts av,Washington,DC,
198462,0980 mount olivet rd ne,Washington,DC,
168365,1341 clifton st nw  unit: 303,Washington,DC,
66533,h st nw,Washington,DC,
211032,anacostia ave ne,Washington,DC,
90189,nw,Washington,DC,
88872,415 18th st se,Washington,DC,
129408,3883 connecticut av,Washington,DC,
136516,3883 connecticut av,Washington,DC,
52830,0555 massachusetts av,Washington,DC,
61884,800 4th st sw  unit: n703,Washington,DC,
90740,3255  grace st nw,Washington,DC,
34975,0400 8th st nw,Washington,DC,
83737,1321 south carolina ave se,Washington,DC,
79745,h st ne,Washington,DC,
57786,1425 4th st sw  unit: a807,Washington,DC,
178414,503 park rd nw,Washington,DC,
193071,longfellow st ne,Washington,DC,
224222,5405 call pl se  unit: 204,Washington,DC,
144173,3883 connecticut av,Washington,DC,
45779,0555 massachusetts av,Washington,DC,
249755,60 k st nw,Washington,DC,
156101,3220 17th st nw  unit: 208,Washington,DC,
207294,bladensburg rd ne,Washington,DC,
104475,43rd st nw,Washington,DC,
240499,2409 18th st se,Washington,DC,
6130,1800 r st nw unit: p7,Washington,DC,
200280,florida av ne,Washington,DC,
94402,3545 winfield la nw,Washington,DC,
46243,0555 massachusetts av,Washington,DC,
25820,h st nw,Washington,DC,
191840,2723 7th st ne,Washington,DC,
213611,4245 meade st ne,Washington,DC,
201681,evarts st ne,Washington,DC,
230307,3233 pope st se,Washington,DC,
43381,0555 massachusetts av,Washington,DC,
199309,1106 owen pl ne,Washington,DC,
102862,4201 cathedral ave nw  unit: 508e,Washington,DC,
186674,nw,Washington,DC,
79427,912 g st se,Washington,DC,
212427,dix st ne,Washington,DC,
37909,700 7th st sw  unit: 708,Washington,DC,
138619,3883 connecticut av,Washington,DC,
3398,2152 newport pl nw,Washington,DC,
40211,0555 massachusetts av,Washington,DC,
47660,0555 massachusetts av,Washington,DC,
6960,1731 riggs pl nw,Washington,DC,
20408,1502 10th st nw  unit: 1,Washington,DC,
28549,0400 8th st nw,Washington,DC,
205278,3105 vista st ne,Washington,DC,
76151,629 f st ne,Washington,DC,
110081,3705 mckinley st nw,Washington,DC,
12406,1448 corcoran st nw,Washington,DC,
230601,se,Washington,DC,
3671,1260 21st st nw  unit: 814,Washington,DC,
24445,h st nw,Washington,DC,
245362,3311 brothers pl se,Washington,DC,
125326,3883 connecticut av,Washington,DC,
167165,1390 kenyon st nw  unit: 604,Washington,DC,
25604,h st nw,Washington,DC,
207714,1758 lyman pl ne,Washington,DC,
100991,4831 yuma st nw,Washington,DC,
132214,3883 connecticut av,Washington,DC,
91120,prospect st nw,Washington,DC,
181485,2220 north capitol st nw,Washington,DC,
237426,se,Washington,DC,
196691,quincy st ne,Washington,DC,
233323,2921 w st se,Washington,DC,
113457,3631 jenifer st nw,Washington,DC,
103952,3026 44th pl nw,Washington,DC,
235617,2126 suitland ter se  unit: 301,Washington,DC,
179229,harvard st nw,Washington,DC,
55879,0555 massachusetts av,Washington,DC,
85327,121 15th st se,Washington,DC,
161536,1514 webster st nw,Washington,DC,
21625,nw,Washington,DC,
155860,1812 lamont st nw,Washington,DC,
218235,49th st ne,Washington,DC,
97322,4517 garfield st nw,Washington,DC,
145276,3883 connecticut av,Washington,DC,
86550,16th st ne,Washington,DC,
150403,2225  california st nw 302,Washington,DC,
87341,e st se,Washington,DC,
44003,0555 massachusetts av,Washington,DC,
19477,1107 m st nw,Washington,DC,
107971,2416 39th pl nw,Washington,DC,
176777,904 longfellow st nw,Washington,DC,
97295,4016 calvert st nw,Washington,DC,
195735,945 v st ne,Washington,DC,
239029,1907 good hope rd se  unit: 303,Washington,DC,
189683,1926 2nd st ne,Washington,DC,
184672,631 delafield pl nw,Washington,DC,
72431,233 constitution ave ne,Washington,DC,
24608,9th st nw,Washington,DC,
110446,5315 connecticut ave nw  unit: 210,Washington,DC,
202741,ne,Washington,DC,
68041,h st nw,Washington,DC,
183725,521 tuckerman st nw,Washington,DC,
113037,3522 davenport st nw,Washington,DC,
197276,1334 hamlin st ne,Washington,DC,
142884,3883 connecticut av,Washington,DC,
217176,48th pl ne,Washington,DC,
164912,1336 jefferson st nw,Washington,DC,
244162,0771 wheeler hill dr se unit: 771,Washington,DC,
141436,3883 connecticut av,Washington,DC,
157057,1743 shepherd st nw,Washington,DC,
33934,0400 8th st nw,Washington,DC,
84022,pennsylvania av se,Washington,DC,
113510,5379 nevada ave nw,Washington,DC,
70604,1025 1st st se  unit: 1401,Washington,DC,
28035,7th st nw,Washington,DC,
217620,49th st ne,Washington,DC,
179505,2022 2nd st nw  unit: 11,Washington,DC,
168832,929 florida ave nw  unit: 8002,Washington,DC,
37476,616 e st nw  unit: 1104,Washington,DC,
10847,nw,Washington,DC,
242966,3402 19th st se,Washington,DC,
90404,29th st nw,Washington,DC,
50274,0555 massachusetts av,Washington,DC,
244552,4th st se,Washington,DC,
208677,526 23rd pl ne,Washington,DC,
64690,1711 1st st sw,Washington,DC,
160526,1417 newton st,Washington,DC,
8217,1762 church st nw,Washington,DC,
28269,0400 8th st nw,Washington,DC,
176584,831 longfellow st nw,Washington,DC,
162447,7216 14th st nw,Washington,DC,
5037,2030 f st nw  unit: 606,Washington,DC,
242031,elvans rd se,Washington,DC,
184987,4018 5th st nw,Washington,DC,
106637,5434 39th st nw,Washington,DC,
191413,new york av,Washington,DC,
133935,3883 connecticut av,Washington,DC,
199825,1120 neal st ne,Washington,DC,
124801,3883 connecticut av,Washington,DC,
38328,1534  5th st nw 2,Washington,DC,
97856,4400 macarthur blvd nw 0015u,Washington,DC,
189609,148 t st ne,Washington,DC,
189775,155 uhland ter ne,Washington,DC,
195555,934 kearny st ne,Washington,DC,
151277,2032 belmont rd nw  unit: 215,Washington,DC,
185629,5100 kansas ave nw,Washington,DC,
13052,1413 p st nw p-216,Washington,DC,
7482,1601 18th st nw  unit: 714,Washington,DC,
212641,dix st ne,Washington,DC,
248405,1240 mount olivet rd ne,Washington,DC,
206772,2525 bladensburg rd ne,Washington,DC,
224099,5614 southern ave se,Washington,DC,
49160,0555 massachusetts av,Washington,DC,
196062,1029 perry st ne  unit: 103,Washington,DC,
126438,3883 connecticut av,Washington,DC,
184898,4219 7th st nw,Washington,DC,
224570,121 53rd st se,Washington,DC,
222286,5717 dix st ne,Washington,DC,
111430,3010 wisconsin ave nw  unit: 204,Washington,DC,
65029,14 o st nw 14-a,Washington,DC,
168845,805 florida ave nw,Washington,DC,
33519,0400 8th st nw,Washington,DC,
92244,3419 o st nw,Washington,DC,
62632,3rd st sw,Washington,DC,
145111,3883 connecticut av,Washington,DC,
69809,h st nw,Washington,DC,
246983,90 brandywine pl sw,Washington,DC,
29349,0400 8th st nw,Washington,DC,
221231,dix st ne,Washington,DC,
238786,green st se,Washington,DC,
226609,1140 46th st se,Washington,DC,
64869,34 q st nw  unit: 1,Washington,DC,
206860,channing st ne,Washington,DC,
221457,0115 division av ne,Washington,DC,
56533,0555 massachusetts av,Washington,DC,
10418,2001 16th st nw  unit: 408,Washington,DC,
179221,550 hobart pl nw  unit: 4,Washington,DC,
74615,0121 4th st ne,Washington,DC,
112536,4423 35th st nw,Washington,DC,
229591,3204 pope st se,Washington,DC,
163723,1347 tewkesbury pl nw,Washington,DC,
249399,southern av se,Washington,DC,
238171,alabama ave se,Washington,DC,
126030,3883 connecticut av,Washington,DC,
155220,1613 harvard st nw  unit: 213,Washington,DC,
117834,2818 connecticut av,Washington,DC,
31250,0400 8th st nw,Washington,DC,
10973,1700 15th st nw  unit: 101,Washington,DC,
99688,4936 lowell st nw,Washington,DC,
136038,3883 connecticut av,Washington,DC,
206185,2732 central av ne,Washington,DC,
106184,4750 41st st nw cp3,Washington,DC,
212497,4252 clay st ne,Washington,DC,
6005,1740 18th st nw  unit: t5,Washington,DC,
29549,0400 8th st nw,Washington,DC,
58005,1425 4th st sw unit: p154,Washington,DC,
23667,h st nw,Washington,DC,
123496,3883 connecticut av,Washington,DC,
232835,2315 altamont pl se  unit: 2,Washington,DC,
1351,922 24th st nw  unit: 117,Washington,DC,
75789,1104 7th st ne,Washington,DC,
241883,2617 douglas pl se  unit: 303,Washington,DC,
28210,0400 8th st nw,Washington,DC,
11954,1821 15th st nw  unit: 2,Washington,DC,
69416,h st nw,Washington,DC,
202471,4103 18th pl ne,Washington,DC,
28502,0400 8th st nw,Washington,DC,
193986,5844 eastern ave ne,Washington,DC,
235300,1905 33rd st se,Washington,DC,
181095,39 u st nw,Washington,DC,
160452,1417 newton st,Washington,DC,
106734,reno rd nw,Washington,DC,
71072,1225 1st st ne,Washington,DC,
1349,922 24th st nw  unit: 716,Washington,DC,
102864,4201 cathedral ave nw  unit: 510e,Washington,DC,
42621,0555 massachusetts av,Washington,DC,
47767,0555 massachusetts av,Washington,DC,
132068,3883 connecticut av,Washington,DC,
219545,hayes st ne,Washington,DC,
9296,1634 i st nw,Washington,DC,
193375,nicholson st ne,Washington,DC,
202447,4217 19th pl ne,Washington,DC,
247391,152 danbury st sw,Washington,DC,
246031,450 condon ter se  unit: 204,Washington,DC,
196100,1023 quincy st ne unit: 1023,Washington,DC,
207051,2330 31st st ne,Washington,DC,
241148,se,Washington,DC,
133410,3883 connecticut av,Washington,DC,
137160,3883 connecticut av,Washington,DC,
84262,1391 pennsylvania ave se  unit: m03,Washington,DC,
86110,936 14th st se,Washington,DC,
147737,3883 connecticut av,Washington,DC,
139190,3883 connecticut av,Washington,DC,
66605,h st nw,Washington,DC,
147344,3883 connecticut av,Washington,DC,
34748,0400 8th st nw,Washington,DC,
81105,12th st se,Washington,DC,
